,cbo_descricao_rais,soma_quantidade,percentual_quantidade,soma_valor,percentual_valor
531,ARQUEOLOGO,5,8.308408109006314e-05,83009.47,0.00013657097762004202
532,ENCARREGADO DE ACABAMENTO DE CHAPAS E METAIS  (TEMPERA),2,3.323363243602526e-05,83000.0,0.00013655539714280175
533,DIRETOR DE FOTOGRAFIA,5,8.308408109006314e-05,82971.0,0.0001365076850160892
534,GERENTE DE CLIENTES ESPECIAIS (PRIVATE),3,4.9850448654037884e-05,82580.28,0.00013586485459715384
535,PROFESSOR DA AREA DE MEIO AMBIENTE,4,6.646726487205052e-05,82109.77,0.000135090750019929
536,VIDRACEIRO,14,0.0002326354270521768,81922.98,0.00013478343456652776
537,ANALISTA DE PLANEJAMENTO DE MANUTENCAO,5,8.308408109006314e-05,81784.42,0.0001345554693155867
538,DIRETOR DE OPERACOES DE SERVICOS DE TRANSPORTE,4,6.646726487205052e-05,81713.45999999999,0.00013443872267725836
539,ESCRIVAO EXTRA - JUDICIAL,14,0.0002326354270521768,81446.83,0.00013400005080328023
540,FINALIZADOR DE VIDEO,2,3.323363243602526e-05,81240.0,0.00013365976462507487
541,GERENTE DE BAR,6,9.970089730807577e-05,81095.47,0.00013342197725701402
542,ANALISTA DE SISTEMAS DE AUTOMACAO,6,9.970089730807577e-05,80811.92,0.00013295546782496773
543,CHEFE DE SERVICO DE TRANSPORTE RODOVIARIO (PASSAGEIROS E CARGAS),9,0.00014955134596211366,80084.33,0.00013175840347066497
544,CAPITAO DA POLICIA MILITAR,1,1.661681621801263e-05,80000.0,0.00013161965989667637
545,ADMINISTRADOR DE EDIFICIOS,6,9.970089730807577e-05,79792.78,0.00013127873207262902
546,TECNICO MECANICO (CALEFACAO VENTILACAO E REFRIGERACAO),5,8.308408109006314e-05,79600.0,0.000130961561597193
547,ANALISTA DE SUCESSO DO CLIENTE - CUSTOMER SUCCESS,3,4.9850448654037884e-05,79488.09,0.00013077744214545504
548,ANALISTA DE INFORMACOES (PESQUISADOR DE INFORMACOES DE REDE),9,0.00014955134596211366,79343.62,0.00013053975349213912
549,DIRETOR FINANCEIRO,12,0.00019940179461615153,79220.26999999999,0.00013033681242903593
550,TRABALHADOR NO CULTIVO DE TREPADEIRAS FRUTIFERAS,6,9.970089730807577e-05,77767.1,0.0001279459906643853
551,ELETRICISTA DE INSTALACOES (EDIFICIOS),6,9.970089730807577e-05,77706.97,0.00012784706203751542
552,PINTOR DE ESTRUTURAS METALICAS,12,0.00019940179461615153,77673.24,0.0001277915678984115
553,MECANICO DE MANUTENCAO DE VEICULOS FERROVIARIOS,5,8.308408109006314e-05,77327.07,0.0001272220331775811
554,PRODUTOR DE TEATRO,4,6.646726487205052e-05,77082.61,0.00012681983640185182
555,TECNICO MECANICO,9,0.00014955134596211366,76891.41,0.00012650526541469877
556,SERRADOR DE MADEIRA,2,3.323363243602526e-05,76286.70999999999,0.00012551038531045475
557,ESTIVADOR,8,0.00013293452974410104,76165.57,0.00012531108024045623
558,PROFESSOR DE HISTORIA DO ENSINO SUPERIOR,4,6.646726487205052e-05,75426.33,0.000124094848773181
559,SUPERVISOR DE VENDAS DE SERVICOS,7,0.0001163177135260884,75357.48,0.0001239815736033824
560,PIZZAIOLO,10,0.00016616816218012627,75237.78,0.000123784637687262
561,TOSADOR DE ANIMAIS DOMESTICOS,4,6.646726487205052e-05,75102.57,0.00012356218400957913
562,PINTOR A  PISTOLA (EXCETO OBRAS E ESTRUTURAS METALICAS),11,0.00018278497839813892,75100.9,0.00012355943644917877
563,MECANICO DE MANUTENCAO DE MAQUINAS TEXTEIS,4,6.646726487205052e-05,75083.7,0.000123531138222301
564,BILHETEIRO NO SERVICO DE DIVERSOES,4,6.646726487205052e-05,75000.0,0.0001233934311531341
565,GARAGISTA,9,0.00014955134596211366,74500.0,0.00012257080827877989
566,TECNICO DE MANUTENCAO ELETRICA,10,0.00016616816218012627,74308.63,0.00012225595759984956
567,ADMINISTRADOR DE FUNDOS E CARTEIRAS DE INVESTIMENTO,2,3.323363243602526e-05,74228.71,0.00012212446955961278
568,GUIA DE TURISMO,10,0.00016616816218012627,74181.22,0.0001220463368390066
569,PSICOLOGO DO TRABALHO,5,8.308408109006314e-05,74000.0,0.00012174818540442565
570,GUARDADOR DE VEICULOS,7,0.0001163177135260884,73961.7,0.00012168517249225011
571,PRACA DA MARINHA,7,0.0001163177135260884,73613.87000000001,0.00012111290666347687
572,OLEIRO (FABRICACAO DE TIJOLOS),16,0.0002658690594882021,73419.5,0.00012079312024730039
573,TECNICO FLORESTAL,10,0.00016616816218012627,72901.02,0.00011994009323151004
574,REPARADOR DE INSTRUMENTOS MUSICAIS,3,4.9850448654037884e-05,72500.0,0.00011928031678136296
575,CASEIRO (AGRICULTURA),9,0.00014955134596211366,71856.25,0.0001182211898306319
576,SUPERVISOR DE TESOURARIA,7,0.0001163177135260884,71659.7,0.00011789781677872326
577,DESIGNER DE VITRINES,5,8.308408109006314e-05,71434.03,0.00011752653417061222
578,GERENTE DE SUPRIMENTOS,4,6.646726487205052e-05,70500.0,0.00011598982528394606
579,TECNICO DE COMUNICACAO DE DADOS,8,0.00013293452974410104,70309.51,0.00011567642242127458
580,TECNICO EM PROGRAMACAO VISUAL,2,3.323363243602526e-05,70000.0,0.00011516720240959183
581,ANALISTA DE PCP (PROGRAMACAO E CONTROLE DA PRODUCAO),6,9.970089730807577e-05,69896.0,0.00011499609685172615
582,PROFESSOR DE DESENHO TECNICO,5,8.308408109006314e-05,69825.12,0.00011487948183305769
583,TECNICO EM NUTRICAO E DIETETICA,6,9.970089730807577e-05,69737.33,0.00011473504570877859
584,TREFILADOR DE BORRACHA,4,6.646726487205052e-05,69280.1,0.00011398278999509662
585,OPERADOR DE ATENDIMENTO AEROVIARIO,7,0.0001163177135260884,69087.85,0.00011366649149990743
586,TECNICO EM INSTRUMENTACAO,8,0.00013293452974410104,68516.06,0.0001127257564332534
587,TECNICO DE ALIMENTOS,8,0.00013293452974410104,68205.41,0.00011221466084141713
588,ANALISTA MUSICAL,6,9.970089730807577e-05,67824.94,0.00011158869419140602
589,TECNICO EM ATENDIMENTO E VENDAS,11,0.00018278497839813892,67732.56,0.00011143670638914033
590,RECEBEDOR DE APOSTAS (LOTERIA),15,0.0002492522432701894,67376.46,0.00011085083437802526
591,MEDICO CLINICO,11,0.00018278497839813892,67130.0,0.00011044534711079856
592,MONTADOR DE EQUIPAMENTOS ELETRICOS,9,0.00014955134596211366,66978.7,0.00011019642142901897
593,ENGENHEIRO DE SEGURANCA DO TRABALHO,5,8.308408109006314e-05,66650.0,0.00010965562915141851
594,DIRETOR DE CINEMA,2,3.323363243602526e-05,66602.66,0.00010957774321767466
595,ATENDENTE DE JUDICIARIO,9,0.00014955134596211366,66353.87,0.00010916842252785347
596,TRABALHADOR DE TRATAMENTO DO LEITE E FABRICACAO DE LATICINIOS E AFINS,20,0.00033233632436025255,66217.62,0.00010894425779459194
597,OPERADOR DE PAVIMENTADORA (ASFALTO CONCRETO E MATERIAIS SIMILARES),6,9.970089730807577e-05,66212.7,0.0001089361631855083
598,ENCARREGADO DE MANUTENCAO DE INSTRUMENTOS DE CONTROLE MEDICAO E SIMILARES,7,0.0001163177135260884,66200.0,0.00010891526856449971
599,PROFESSOR DE LITERATURA BRASILEIRA,4,6.646726487205052e-05,66015.73,0.00010861209913038518
600,AGENTE DE PATIO,4,6.646726487205052e-05,66000.0,0.00010858621941475802
601,ANALISTA DE TESTES DE TECNOLOGIA DA INFORMACAO,3,4.9850448654037884e-05,65975.68,0.00010854620703814942
602,PROFESSOR DE LINGUAS ESTRANGEIRAS MODERNAS,6,9.970089730807577e-05,65487.9,0.00010774368906684441
603,CONTROLADOR DE PRAGAS,12,0.00019940179461615153,65309.28,0.0001074498152712101
604,INFLUENCIADOR DIGITAL,5,8.308408109006314e-05,65088.89,0.00010708721956065225
605,CERAMISTA,12,0.00019940179461615153,65070.96000000001,0.00010705772030437793
606,MECANICO DE VEICULOS AUTOMOTORES A DIESEL (EXCETO TRATORES),6,9.970089730807577e-05,65019.33,0.0001069727762663721
607,PROFESSOR DE CIENCIAS BIOLOGICAS DO ENSINO SUPERIOR,2,3.323363243602526e-05,65000.0,0.00010694097366604956
608,ELETROTECNICO (PRODUCAO DE ENERGIA),4,6.646726487205052e-05,64900.0,0.00010677644909117871
609,CORRETOR DE IMOVEIS,3,4.9850448654037884e-05,64496.67,0.00010611287212335212
610,SUPERVISOR DE CAIXAS E BILHETEIROS (EXCETO CAIXA DE BANCO),7,0.0001163177135260884,64453.729999999996,0.00010604222527090258
611,OFICIAL DO REGISTRO DE TITULOS E DOCUMENTOS,7,0.0001163177135260884,64231.65,0.00010567684909502942
612,DATILOGRAFO,10,0.00016616816218012627,63431.28,0.00010436004375513563
613,MINEIRO,6,9.970089730807577e-05,63229.0,0.00010402724344508688
614,OPERADOR DE LAMINADOR,3,4.9850448654037884e-05,63000.0,0.00010365048216863264
615,OPERADOR DE MAQUINA DE USINAGEM MADEIRA EM GERAL,5,8.308408109006314e-05,62397.1,0.00010265856350673631
616,TECNICO MECANICO NA MANUTENCAO DE FERRAMENTAS,3,4.9850448654037884e-05,62200.0,0.00010233428556966588
617,SUPERVISOR DE TRANSPORTES,7,0.0001163177135260884,62133.5,0.00010222487672737678
618,MECANICO DE MANUTENCAO DE MOTOCICLETAS,2,3.323363243602526e-05,62000.0,0.00010200523641992419
619,SUPERVISOR DE ORCAMENTO,6,9.970089730807577e-05,61764.68,0.00010161807719033812
620,REPRESENTANTE COMERCIAL AUTONOMO,8,0.00013293452974410104,61670.67,0.00010146340763750204
621,ENCARREGADO DE COSTURA NA CONFECCAO DO VESTUARIO,8,0.00013293452974410104,61270.36,0.00010080479931183656
622,BALANCEIRO,12,0.00019940179461615153,61033.39,0.00010041492542676512
623,SELECIONADOR DE MATERIAL RECICLAVEL,7,0.0001163177135260884,61000.0,0.00010035999067121574
624,ELETRICISTA DE MANUTENCAO DE LINHAS ELETRICAS TELEFONICAS E DE COMUNICACAO DE DADOS,10,0.00016616816218012627,60899.77,0.00010019508768982269
625,PROGRAMADOR VISUAL GRAFICO,3,4.9850448654037884e-05,60875.0,0.00010015433495262719
626,OPERADOR DE ACABAMENTO (INDUSTRIA GRAFICA),5,8.308408109006314e-05,60336.0,9.926754749407332e-05
627,ENGENHEIRO AGRONOMO,12,0.00019940179461615153,60186.700000000004,9.902191230379116e-05
628,TECNOLOGO EM GESTAO HOSPITALAR,2,3.323363243602526e-05,59981.13,9.868369913522915e-05
629,TECNICO EM ELETROMECANICA,9,0.00014955134596211366,59795.0,9.837746954402206e-05
630,GERENTE DE COMPRAS,7,0.0001163177135260884,59749.32,9.830231471822104e-05
631,SUPERVISOR DE PRODUCAO DA INDUSTRIA ALIMENTICIA,11,0.00018278497839813892,59726.92,9.826546121344998e-05
632,INSTRUTOR DE APRENDIZAGEM E TREINAMENTO AGROPECUARIO,9,0.00014955134596211366,59448.08,9.780670088888012e-05
633,OPERADOR DE CALDEIRA,11,0.00018278497839813892,59392.75,9.771566944160407e-05
634,APRESENTADOR DE PROGRAMAS DE TELEVISAO,6,9.970089730807577e-05,59131.07,9.728514153408205e-05
635,PEDREIRO DE EDIFICACOES,10,0.00016616816218012627,58640.72,9.647839528120286e-05
636,TECNICO EM SONORIZACAO,14,0.0002326354270521768,58369.54,9.60322375390681e-05
637,ELETRICISTA DE INSTALACOES (VEICULOS AUTOMOTORES E MAQUINAS OPERATRIZES EXCETO AERONAVES E EMBARCACOES),9,0.00014955134596211366,58119.649999999994,9.562110707892334e-05
638,MODELISTA DE ROUPAS,6,9.970089730807577e-05,57985.57,9.540051252893652e-05
639,TECNOLOGO EM GESTAO ADMINISTRATIVO- FINANCEIRA,4,6.646726487205052e-05,57900.0,9.525972885021953e-05
640,DESENHISTA INDUSTRIAL DE PRODUTO (DESIGNER DE PRODUTO),8,0.00013293452974410104,57595.59,9.475889959185518e-05
641,ANALISTA DE DESEMBARACO ADUANEIRO,4,6.646726487205052e-05,57500.0,9.460163055073615e-05
642,SUPERVISOR DE EXPLORACAO AGRICOLA,19,0.00031571950814223993,57413.95,9.446005715405978e-05
643,EMENDADOR DE CABOS ELETRICOS E TELEFONICOS (AEREOS E SUBTERRANEOS),15,0.0002492522432701894,57125.54,9.398555182767478e-05
644,RETALHADOR DE CARNE,16,0.0002658690594882021,57119.369999999995,9.397540066140524e-05
645,ASSISTENTE DE COREOGRAFIA,4,6.646726487205052e-05,57094.43,9.393436823243246e-05
646,OPERADOR DE EXPLORACAO DE PETROLEO,2,3.323363243602526e-05,56431.71,9.28440309698484e-05
647,PREPARADOR DE TINTAS,5,8.308408109006314e-05,56357.0,9.272111465996239e-05
648,ADMINISTRADOR DE REDES,3,4.9850448654037884e-05,56000.0,9.213376192767347e-05
649,OPERADOR DE MOTONIVELADORA,11,0.00018278497839813892,55895.0,9.196101112405908e-05
650,AJUSTADOR MECANICO,11,0.00018278497839813892,55890.38,9.195341008870004e-05
651,GERENTE DE OPERACOES DE TRANSPORTES,4,6.646726487205052e-05,55500.0,9.131113905331924e-05
652,SONOPLASTA,2,3.323363243602526e-05,54824.66,9.020003878938648e-05
653,ENGENHEIRO DE PRODUCAO,6,9.970089730807577e-05,54626.880000000005,8.987464208520692e-05
654,PREPARADOR DE SUCATA E APARAS,3,4.9850448654037884e-05,54106.3,8.901816005334427e-05
655,OPERADOR DE TORNO COM COMANDO NUMERICO,6,9.970089730807577e-05,54000.95,8.884483341371783e-05
656,TRATADOR DE ANIMAIS,6,9.970089730807577e-05,53983.79,8.881660099666999e-05
657,DIRETOR TEATRAL,6,9.970089730807577e-05,53978.09,8.880722309590235e-05
658,TRABALHADOR DA AVICULTURA DE CORTE,7,0.0001163177135260884,53743.16,8.842070551215828e-05
659,DIRETOR DE  PRODUCAO E OPERACOES DE ALIMENTACAO,3,4.9850448654037884e-05,53672.63,8.830466632950187e-05
660,PROFESSOR DE ALUNOS COM DEFICIENCIA VISUAL,5,8.308408109006314e-05,53578.0,8.814897672430159e-05
661,ASCENSORISTA,5,8.308408109006314e-05,53458.14,8.795177756886139e-05
662,OPERADOR DE COMPACTADORA DE SOLOS,4,6.646726487205052e-05,53310.0,8.770805086364772e-05
663,TECNICO EM MUSEOLOGIA,7,0.0001163177135260884,53012.31,8.72182776567147e-05
664,PROFESSOR DE FISICA NO ENSINO MEDIO,11,0.00018278497839813892,52940.0,8.70993099366256e-05
665,TECNICO DE METEOROLOGIA,2,3.323363243602526e-05,52646.0,8.66156076865053e-05
666,COLORISTA TEXTIL,12,0.00019940179461615153,52605.14,8.654838294521308e-05
667,DESENHISTA PROJETISTA DE CONSTRUCAO CIVIL,5,8.308408109006314e-05,52500.0,8.637540180719388e-05
668,ACABADOR DE CALCADOS,6,9.970089730807577e-05,52319.81,8.60789449757341e-05
669,TECNICO QUIMICO,12,0.00019940179461615153,51971.1,8.550523133070196e-05
670,REDATOR DE TEXTOS TECNICOS,5,8.308408109006314e-05,51879.33,8.5354247128343e-05
671,PROFESSOR DE FILOSOFIA DO ENSINO SUPERIOR,4,6.646726487205052e-05,51409.47,8.458121196085484e-05
672,CONSERVADOR-RESTAURADOR DE BENS  CULTURAIS,7,0.0001163177135260884,51394.8,8.45570762057213e-05
673,MONTADOR DE MAQUINAS MOTORES E ACESSORIOS (MONTAGEM EM SERIE),5,8.308408109006314e-05,51300.0,8.440110690874373e-05
674,INSPETOR DE SINISTROS,5,8.308408109006314e-05,51000.0,8.390753318413119e-05
675,MONITOR DE DEPENDENTE QUIMICO,5,8.308408109006314e-05,50907.0,8.37545253295013e-05
676,INSTALADOR DE MATERIAL ISOLANTE A MAO (EDIFICACOES),5,8.308408109006314e-05,50642.67,8.33196375207452e-05
677,SACRISTAO,16,0.0002658690594882021,50609.74,8.326545957824023e-05
678,GERENTE DE SUPORTE TECNICO DE TECNOLOGIA DA INFORMACAO,9,0.00014955134596211366,50469.44,8.303463159969644e-05
679,ESTAMPADOR DE TECIDO,6,9.970089730807577e-05,50166.26,8.2535825993603e-05
680,TRADUTOR,2,3.323363243602526e-05,50000.0,8.226228743542273e-05
681,ENGENHEIRO DE ENERGIA,1,1.661681621801263e-05,50000.0,8.226228743542273e-05
682,POLICIAL PENAL,9,0.00014955134596211366,49682.85,8.174049774621985e-05
683,SUPERVISOR DE MANUTENCAO ELETROMECANICA INDUSTRIAL COMERCIAL E PREDIAL,7,0.0001163177135260884,49516.42,8.14666794962623e-05
684,OPERADOR DE ESTACAO DE BOMBEAMENTO,8,0.00013293452974410104,48897.22,8.044794332866203e-05
685,PESCADOR PROFISSIONAL,3,4.9850448654037884e-05,48840.0,8.035380236692093e-05
686,ARQUITETO DE PATRIMONIO,7,0.0001163177135260884,48820.25,8.032130876338394e-05
687,OPERADOR DE PA CARREGADEIRA,11,0.00018278497839813892,48792.02,8.027486347589789e-05
688,PSICOMOTRICISTA,3,4.9850448654037884e-05,48624.83,7.999979483917133e-05
689,ECONOMISTA DO SETOR PUBLICO,5,8.308408109006314e-05,48466.75,7.97397143912155e-05
690,SUPERVISOR DE COMPRAS,5,8.308408109006314e-05,48242.67,7.93710477238449e-05
691,SERRALHEIRO,13,0.00021601861083416418,47835.29,7.870080751073606e-05
692,OPERADOR DE ESCAVADEIRA,15,0.0002492522432701894,47797.33,7.863835398211509e-05
693,VISTORIADOR VEICULAR,8,0.00013293452974410104,47600.42,7.83143886417369e-05
694,MECANICO DE MANUTENCAO DE MAQUINAS AGRICOLAS,14,0.0002326354270521768,47375.58,7.79444715875973e-05
695,MONITOR DE TELEATENDIMENTO,4,6.646726487205052e-05,47307.69,7.783277585371748e-05
696,ARTESAO BORDADOR,7,0.0001163177135260884,47266.36,7.776477784692336e-05
697,TECNICO DE MANUTENCAO ELETRICA DE MAQUINA,4,6.646726487205052e-05,47202.5,7.765971245341084e-05
698,ARMADOR DE ESTRUTURA DE CONCRETO,15,0.0002492522432701894,47174.01,7.761283940203013e-05
699,TECNICO EM TURISMO,7,0.0001163177135260884,46801.08,7.699927790496429e-05
700,TECNICO DE IMOBILIZACAO ORTOPEDICA,3,4.9850448654037884e-05,46262.0,7.611235882675053e-05
701,PROFESSOR INSTRUTOR DE ENSINO E APRENDIZAGEM AGROFLORESTAL,3,4.9850448654037884e-05,45825.71,7.539455455904651e-05
702,SEPULTADOR,12,0.00019940179461615153,45728.06,7.523389631168514e-05
703,TECNICO DE ESTRADAS,2,3.323363243602526e-05,45250.0,7.444737012905757e-05
704,GERENTE DE CREDITO E COBRANCA,2,3.323363243602526e-05,45000.0,7.403605869188046e-05
705,COPEIRO DE HOSPITAL,7,0.0001163177135260884,44539.61,7.327860400163258e-05
706,SUPERVISOR DE OPERACAO DE FLUIDOS (DISTRIBUICAO CAPTACAO TRATAMENTO DE AGUA GASES VAPOR),4,6.646726487205052e-05,44500.0,7.321343581752624e-05
707,AMOSTRADOR DE MINERIOS,7,0.0001163177135260884,43833.33,7.211659983423477e-05
708,AGENTE DE ESTACAO (FERROVIA E METRO),2,3.323363243602526e-05,43720.93,7.193167421207994e-05
709,ESTETICISTA,6,9.970089730807577e-05,43300.0,7.123914091907609e-05
710,FERRAMENTEIRO,6,9.970089730807577e-05,43154.979999999996,7.100054738059839e-05
711,GEOGRAFO,3,4.9850448654037884e-05,43146.35,7.098634890978704e-05
712,LAVADOR DE ROUPAS  A MAQUINA,4,6.646726487205052e-05,42877.0,7.054320196737241e-05
713,CHEFE DE CONTABILIDADE (TECNICO),14,0.0002326354270521768,42854.92,7.050687494124092e-05
714,TECNICO DE MINERACAO,3,4.9850448654037884e-05,42850.0,7.049878033215729e-05
715,LABORATORISTA FOTOGRAFICO,4,6.646726487205052e-05,42775.64,7.037643985828332e-05
716,GESSEIRO,9,0.00014955134596211366,42511.64,6.994209498062429e-05
717,DIRETOR DE PROGRAMAS DE TELEVISAO,3,4.9850448654037884e-05,42500.0,6.992294432010933e-05
718,QUIMICO,3,4.9850448654037884e-05,42087.76,6.924470821266176e-05
719,ENGENHEIROS DE SISTEMAS OPERACIONAIS EM COMPUTACAO,3,4.9850448654037884e-05,42000.0,6.91003214457551e-05
720,DESENHISTA DETALHISTA,2,3.323363243602526e-05,41900.0,6.893579687088425e-05
721,MECANICO DE MANUTENCAO DE MOTORES DIESEL (EXCETO DE VEICULOS AUTOMOTORES),5,8.308408109006314e-05,41887.25,6.891481998758822e-05
722,SUPERVISOR DE ALMOXARIFADO,13,0.00021601861083416418,41667.92,6.855396823752399e-05
723,SERRADOR DE MADEIRA (SERRA CIRCULAR MULTIPLA),2,3.323363243602526e-05,41598.52,6.843978818256362e-05
724,ENGENHEIRO MECANICO,2,3.323363243602526e-05,41586.0,6.84191897057898e-05
725,MASSEIRO (MASSAS ALIMENTICIAS),10,0.00016616816218012627,41509.4,6.829316388143874e-05
726,COZINHEIRO DE HOSPITAL,6,9.970089730807577e-05,41500.0,6.827769857140088e-05
727,GUIA FLORESTAL,6,9.970089730807577e-05,41466.03,6.822180957331725e-05
728,ANALISTA DE PRODUTOS BANCARIOS,2,3.323363243602526e-05,41187.68,6.776385541916425e-05
729,SUPERVISOR DE EXPLORACAO AGROPECUARIA,5,8.308408109006314e-05,41079.79,6.75863498553361e-05
730,PESQUISADOR DE CLINICA MEDICA,2,3.323363243602526e-05,41000.0,6.745507569704665e-05
731,SAPATEIRO (CALCADOS SOB MEDIDA),18,0.0002991026919242273,40470.0,6.658309545023116e-05
732,TITERITEIRO,2,3.323363243602526e-05,40000.0,6.580982994833818e-05
733,FISIOTERAPEUTA  DO TRABALHO,1,1.661681621801263e-05,40000.0,6.580982994833818e-05
734,PROFESSOR DE COMPUTACAO (NO ENSINO SUPERIOR),5,8.308408109006314e-05,40000.0,6.580982994833818e-05
735,ELETRICISTA DE INSTALACOES (CENARIOS),1,1.661681621801263e-05,40000.0,6.580982994833818e-05
736,REPARADOR DE RADIO TV E SOM,3,4.9850448654037884e-05,39660.8,6.525176259037629e-05
737,TRABALHADOR NA CULTURA DE DENDE,8,0.00013293452974410104,38934.9,6.405747870138882e-05
738,FISCAL DE ATIVIDADES URBANAS,9,0.00014955134596211366,38873.77,6.395690482877027e-05
739,SUSHIMAN,7,0.0001163177135260884,38868.83,6.394877731477165e-05
740,LAVADEIRO EM GERAL,6,9.970089730807577e-05,38695.14,6.366301458067848e-05
741,OPERADOR DE MAQUINA DE ENVASAR LIQUIDOS,4,6.646726487205052e-05,38600.0,6.350648590014636e-05
742,SARGENTO BOMBEIRO MILITAR,6,9.970089730807577e-05,38117.36,6.27124244919897e-05
743,OPERADOR DE PROCESSO (QUIMICA PETROQUIMICA E AFINS),3,4.9850448654037884e-05,38000.0,6.251933845092128e-05
744,SUBTENENTE DA POLICIA MILITAR,6,9.970089730807577e-05,38000.0,6.251933845092128e-05
745,TECNICO DE APOIO EM PESQUISA E DESENVOLVIMENTO AGROPECUARIO FLORESTAL,3,4.9850448654037884e-05,38000.0,6.251933845092128e-05
746,ARTESAO COM MATERIAL RECICLAVEL,11,0.00018278497839813892,37872.95,6.231030997854787e-05
747,OPERADOR DE CENTRO DE CONTROLE,3,4.9850448654037884e-05,37832.259999999995,6.224336492903292e-05
748,ENCARREGADO DE EQUIPE DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS),11,0.00018278497839813892,37711.26,6.20442901934392e-05
749,TECNICO DE LABORATORIO E FISCALIZACAO DESPORTIVA,3,4.9850448654037884e-05,37375.6,6.149204700542772e-05
750,ADMINISTRADOR EM SEGURANCA DA INFORMACAO,3,4.9850448654037884e-05,37000.0,6.087409270221282e-05
751,EMBALADOR A MAQUINA,6,9.970089730807577e-05,36567.5,6.0162523915896416e-05
752,TRABALHADOR DA CULTURA DE MILHO E SORGO,13,0.00021601861083416418,36541.39,6.011956654939764e-05
753,SUPERVISOR DA MANUTENCAO E REPARACAO DE VEICULOS LEVES,4,6.646726487205052e-05,36000.0,5.922884695350437e-05
754,ENCARREGADO DE MANUTENCAO MECANICA DE SISTEMAS OPERACIONAIS,3,4.9850448654037884e-05,35997.71,5.9225079340739826e-05
755,ATLETA PROFISSIONAL DE FUTEBOL,4,6.646726487205052e-05,35708.0,5.87484351948815e-05
756,OPERADOR DE PROJETOR CINEMATOGRAFICO,3,4.9850448654037884e-05,35681.41,5.870468811042335e-05
757,TECNICO DE ENFERMAGEM DA ESTRATEGIA DE SAUDE DA FAMILIA,5,8.308408109006314e-05,35623.770000000004,5.8609856145467794e-05
758,ENTREVISTADOR DE PESQUISAS DE MERCADO,2,3.323363243602526e-05,35100.0,5.774812577966676e-05
759,OPERADOR DE COLHEDOR FLORESTAL,4,6.646726487205052e-05,35029.92,5.763282695759727e-05
760,MESTRE DE FERRAMENTARIA,1,1.661681621801263e-05,35000.0,5.7583601204795915e-05
761,OPERADOR DE MAQUINAS OPERATRIZES,5,8.308408109006314e-05,34600.270000000004,5.6925947121664694e-05
762,PINTOR A PINCEL E ROLO (EXCETO OBRAS E ESTRUTURAS METALICAS),5,8.308408109006314e-05,34472.07,5.671502661668026e-05
763,OFICIAL DO EXERCITO,3,4.9850448654037884e-05,34200.0,5.6267404605829155e-05
764,PROFESSOR DE OUTRAS LINGUAS E LITERATURAS,3,4.9850448654037884e-05,34200.0,5.6267404605829155e-05
765,TECELAO DE MALHAS A  MAQUINA,3,4.9850448654037884e-05,34033.729999999996,5.599384959519139e-05
766,ENCARREGADO DE CORTE NA CONFECCAO DO VESTUARIO,2,3.323363243602526e-05,34023.96,5.597777554422651e-05
767,ATLETA PROFISSIONAL (OUTRAS MODALIDADES),1,1.661681621801263e-05,33796.42,5.560341632656539e-05
768,ALINHADOR DE PNEUS,4,6.646726487205052e-05,33361.0,5.488704342266276e-05
769,ADMINISTRADOR DE SISTEMAS OPERACIONAIS,6,9.970089730807577e-05,33094.18,5.444805895199237e-05
770,ENGENHEIRO ELETRICISTA,2,3.323363243602526e-05,33000.0,5.429310970737901e-05
771,GERENTE DE AGENCIA,5,8.308408109006314e-05,32565.66,5.3578513668884975e-05
772,ARTESAO MODELADOR (VIDROS),7,0.0001163177135260884,32424.98,5.334706049695667e-05
773,MEMBRO DE LIDERANCA QUILOMBOLA,3,4.9850448654037884e-05,32390.0,5.328950980066685e-05
774,PINTOR DE VEICULOS (REPARACAO),2,3.323363243602526e-05,32228.11,5.302316096640844e-05
775,SUPERVISOR DAS ARTES GRAFICAS  (INDUSTRIA EDITORIAL E GRAFICA),4,6.646726487205052e-05,32035.0,5.270544755987535e-05
776,APRESENTADOR DE PROGRAMAS DE RADIO,2,3.323363243602526e-05,32000.0,5.2647863958670555e-05
777,AVALIADOR DE PRODUTOS DO MEIO DE COMUNICACAO,2,3.323363243602526e-05,32000.0,5.2647863958670555e-05
778,PREPARADOR DE ATLETA,2,3.323363243602526e-05,32000.0,5.2647863958670555e-05
779,OPERADOR DE MAQUINAS DE FABRICACAO DE DOCES SALGADOS E MASSAS ALIMENTICIAS,5,8.308408109006314e-05,31742.56,5.222431189312305e-05
780,ECONOMISTA,2,3.323363243602526e-05,31652.53,5.2076190418366826e-05
781,OPERADOR DE COLHEITADEIRA,9,0.00014955134596211366,31641.23,5.2057599141406416e-05
782,OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRONICOS),2,3.323363243602526e-05,31557.14,5.191925042639752e-05
783,PROPAGANDISTA DE PRODUTOS FAMACEUTICOS,4,6.646726487205052e-05,31546.0,5.1900922388756915e-05
784,OPERADOR DE GUINDASTE MOVEL,5,8.308408109006314e-05,31326.38,5.1539593517425564e-05
785,INSTALADOR DE TUBULACOES,6,9.970089730807577e-05,31059.16,5.109995094845569e-05
