,cbo_descricao_rais,soma_quantidade,percentual_quantidade,soma_valor,percentual_valor
1031,GUINCHEIRO (CONSTRUCAO CIVIL),3,4.9850448654037884e-05,11318.18,1.862118752811706e-05
1032,TECNICO DE MATERIA-PRIMA E MATERIAL,4,6.646726487205052e-05,11305.98,1.8601115529982814e-05
1033,CLASSIFICADOR DE FUMO,7,0.0001163177135260884,11250.0,1.8509014672970116e-05
1034,MAQUINISTA DE TREM,2,3.323363243602526e-05,11250.0,1.8509014672970116e-05
1035,REVISOR DE TECIDOS ACABADOS,6,9.970089730807577e-05,11246.4,1.8503091788274764e-05
1036,OPERADOR DE FORNO DE TRATAMENTO TERMICO DE METAIS,2,3.323363243602526e-05,11223.060000000001,1.846469175249991e-05
1037,AFINADOR DE INSTRUMENTOS MUSICAIS,2,3.323363243602526e-05,11164.76,1.836877392535021e-05
1038,INSPETOR DE SERVICOS DE TRANSPORTES RODOVIARIOS (PASSAGEIROS E CARGAS),2,3.323363243602526e-05,11160.0,1.8360942555586356e-05
1039,MESTRE (INDUSTRIA DE MADEIRA E MOBILIARIO),2,3.323363243602526e-05,11116.97,1.829014763101943e-05
1040,OURIVES,2,3.323363243602526e-05,11033.45,1.81527367060873e-05
1041,TECNICO EM MANUTENCAO DE INSTRUMENTOS DE MEDICAO E PRECISAO,1,1.661681621801263e-05,11000.0,1.8097703235793003e-05
1042,GERENTE DE RISCOS,2,3.323363243602526e-05,11000.0,1.8097703235793003e-05
1043,OPERADOR DE SALA DE CONTROLE DE INSTALACOES QUIMICAS PETROQUIMICAS E AFINS,2,3.323363243602526e-05,11000.0,1.8097703235793003e-05
1044,OPERADOR DE BATE-ESTACAS,1,1.661681621801263e-05,11000.0,1.8097703235793003e-05
1045,OPERADOR DE MAQUINA COPIADORA (EXCETO OPERADOR DE GRAFICA RAPIDA),2,3.323363243602526e-05,11000.0,1.8097703235793003e-05
1046,TECNICO DE MANUTENCAO DE SISTEMAS E INSTRUMENTOS,2,3.323363243602526e-05,10988.560000000001,1.8078881624427778e-05
1047,TECNICO DE TRANSMISSAO (TELECOMUNICACOES),3,4.9850448654037884e-05,10961.32,1.8034065130232957e-05
1048,MECANICO DE MANUTENCAO DE EQUIPAMENTO DE MINERACAO,2,3.323363243602526e-05,10909.98,1.7949598213494268e-05
1049,ELETROMECANICO DE MANUTENCAO DE ELEVADORES,3,4.9850448654037884e-05,10551.61,1.735999149452962e-05
1050,ENFERMEIRO DO TRABALHO,2,3.323363243602526e-05,10500.0,1.7275080361438776e-05
1051,ESTENOTIPISTA,2,3.323363243602526e-05,10500.0,1.7275080361438776e-05
1052,SUPERVISOR DE FABRICACAO DE INSTRUMENTOS MUSICAIS,2,3.323363243602526e-05,10500.0,1.7275080361438776e-05
1053,PROGRAMADOR DE MAQUINAS - FERRAMENTA COM COMANDO NUMERICO,2,3.323363243602526e-05,10423.36,1.714898872725776e-05
1054,FERMENTADOR,3,4.9850448654037884e-05,10400.0,1.711055578656793e-05
1055,REBARBADOR DE METAL,4,6.646726487205052e-05,10386.34,1.7088081729640572e-05
1056,OPERADOR DE UTILIDADE (PRODUCAO E DISTRIBUICAO DE VAPOR GAS OLEO COMBUSTIVEL ENERGIA OXIGENIO),2,3.323363243602526e-05,10263.49,1.6885963289411737e-05
1057,POLICIAL RODOVIARIO FEDERAL,2,3.323363243602526e-05,10090.0,1.660052960446831e-05
1058,OFICIAL DA MARINHA,1,1.661681621801263e-05,10073.34,1.6573119810294825e-05
1059,TECNICO DE ORTOPEDIA,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1060,MONTADOR DE EQUIPAMENTOS ELETRONICOS (COMPUTADORES E EQUIPAMENTOS AUXILIARES),1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1061,OFICIAL DE PROTECAO DE DADOS PESSOAIS (DPO),1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1062,MESTRE DE ACIARIA,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1063,MOCO DE MAQUINAS (MARITIMO E FLUVIARIO),1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1064,OPERADOR DE MAQUINA PERFURADORA (MINAS E PEDREIRAS),1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1065,OPERADOR DE MAQUINA DE ELETROEROSAO,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1066,ENGENHEIRO DE CONTROLE E AUTOMACAO,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1067,ENGENHEIRO METALURGISTA,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1068,CARPINTEIRO DE FORMAS PARA CONCRETO,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1069,ENFERMEIRO AUDITOR,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1070,ARREMATADEIRA,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1071,MECANICO DE MANUTENCAO DE BOMBA INJETORA (EXCETO DE VEICULOS AUTOMOTORES),1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1072,MECANICO DE MANUTENCAO DE BICICLETAS E VEICULOS SIMILARES,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1073,SUPERVISOR DE CREDITO E COBRANCA,4,6.646726487205052e-05,10000.0,1.6452457487084546e-05
1074,TECNOLOGO EM PRODUCAO FONOGRAFICA,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1075,CABELEIREIRO,3,4.9850448654037884e-05,10000.0,1.6452457487084546e-05
1076,REFINADOR DE SAL,1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1077,TRABALHADOR NA OLERICULTURA (LEGUMES),1,1.661681621801263e-05,10000.0,1.6452457487084546e-05
1078,EMPREGADO DOMESTICO  FAXINEIRO,6,9.970089730807577e-05,9754.75,1.60489609672138e-05
1079,DIRETOR DE  PRODUCAO E OPERACOES DE HOTEL,1,1.661681621801263e-05,9751.33,1.6043334226753216e-05
1080,TECNICO DE CELULOSE E PAPEL,2,3.323363243602526e-05,9714.06,1.598201591769885e-05
1081,ENTREGADOR DE PUBLICACOES,2,3.323363243602526e-05,9673.39,1.5915103773098878e-05
1082,DETONADOR,3,4.9850448654037884e-05,9523.0,1.5667675264950616e-05
1083,AUXILIAR EM SAUDE BUCAL DA ESTRATEGIA DE SAUDE DA FAMILIA,4,6.646726487205052e-05,9521.0,1.56643847734532e-05
1084,QUEIJEIRO NA FABRICACAO DE LATICINIO,4,6.646726487205052e-05,9506.29,1.56401832084897e-05
1085,CRIADOR DE PEIXES,2,3.323363243602526e-05,9500.0,1.562983461273032e-05
1086,TRABALHADOR NA OPERACAO DE SISTEMA DE IRRIGACAO POR ASPERSAO (PIVO CENTRAL),2,3.323363243602526e-05,9484.310000000001,1.5604020706933088e-05
1087,CONTRAMESTRE DE ACABAMENTO (INDUSTRIA TEXTIL),2,3.323363243602526e-05,9330.0,1.5350142835449882e-05
1088,IMPREGNADOR DE MADEIRA,3,4.9850448654037884e-05,9082.48,1.4942911607729566e-05
1089,ENGENHEIRO MECANICO AUTOMOTIVO,1,1.661681621801263e-05,9000.0,1.4807211738376092e-05
1090,CLASSIFICADOR DE FIBRAS TEXTEIS,1,1.661681621801263e-05,9000.0,1.4807211738376092e-05
1091,OPERADOR DE CENTRAL TERMOELETRICA,3,4.9850448654037884e-05,8997.01,1.4802292453587455e-05
1092,TRABALHADOR NO CULTIVO DE MUDAS,3,4.9850448654037884e-05,8682.99,1.4285652383578025e-05
1093,GERENTE DE TURISMO,3,4.9850448654037884e-05,8666.619999999999,1.4258719710671666e-05
1094, APLICADOR DE VINIL AUTOADESIVO,2,3.323363243602526e-05,8600.0,1.414911343889271e-05
1095,MESTRE DE FUNDICAO,2,3.323363243602526e-05,8585.75,1.4125668686973615e-05
1096,TAIFEIRO (EXCETO MILITARES),2,3.323363243602526e-05,8500.0,1.3984588864021865e-05
1097,ANALISTA DE COBRANCA (INSTITUICOES FINANCEIRAS),3,4.9850448654037884e-05,8500.0,1.3984588864021865e-05
1098,TECELAO (REDES),6,9.970089730807577e-05,8500.0,1.3984588864021865e-05
1099,CONDUTOR DE VEICULOS A PEDAIS,2,3.323363243602526e-05,8423.77,1.385917178059782e-05
1100,ARTIFICE DO COURO,7,0.0001163177135260884,8369.14,1.3769292005345876e-05
1101,LIMPADOR DE FACHADAS,4,6.646726487205052e-05,8140.0,1.3392300394486822e-05
1102,PREPARADOR DE RACOES,3,4.9850448654037884e-05,8129.1900000000005,1.3374515287943284e-05
1103,LUBRIFICADOR INDUSTRIAL,4,6.646726487205052e-05,8100.0,1.3326490564538484e-05
1104,ENGENHEIRO MECANICO INDUSTRIAL,2,3.323363243602526e-05,8063.49,1.3266422642253138e-05
1105,OPERADOR DE BOBINADEIRA,3,4.9850448654037884e-05,8029.7,1.321082978840428e-05
1106,OPERADOR DE MAQUINA DE MOLDAR AUTOMATIZADA,1,1.661681621801263e-05,8000.0,1.3161965989667639e-05
1107,OPERADOR DE MAQUINA BORDATRIZ,1,1.661681621801263e-05,8000.0,1.3161965989667639e-05
1108,AGENTE DE POLICIA FEDERAL,1,1.661681621801263e-05,8000.0,1.3161965989667639e-05
1109,DEMOLIDOR DE EDIFICACOES,1,1.661681621801263e-05,8000.0,1.3161965989667639e-05
1110,CORTADOR DE CALCADOS A  MAO (EXCETO SOLAS),1,1.661681621801263e-05,8000.0,1.3161965989667639e-05
1111,PROFESSOR DE LITERATURA PORTUGUESA,4,6.646726487205052e-05,7922.46,1.3034393634312785e-05
1112,OPERADOR DE MAQUINAS ESPECIAIS EM CONSERVACAO DE VIA PERMANENTE (TRILHOS),2,3.323363243602526e-05,7910.51,1.3014732947615718e-05
1113,ANALISTA DE GESTAO DE ESTOQUE,2,3.323363243602526e-05,7882.78,1.2969110283004033e-05
1114,SEGUNDO TENENTE DE POLICIA MILITAR,2,3.323363243602526e-05,7806.0599999999995,1.2842887029163119e-05
1115,MOCO DE CONVES (MARITIMO E FLUVIARIO),3,4.9850448654037884e-05,7800.0,1.2832916839925947e-05
1116,MISSIONARIO,1,1.661681621801263e-05,7729.4,1.271676249006713e-05
1117,AUXILIAR DE BANCO DE SANGUE,3,4.9850448654037884e-05,7725.27,1.2709967625124965e-05
1118,OPERADOR DE MAQUINA PERFURATRIZ,4,6.646726487205052e-05,7683.19,1.2640735684019312e-05
1119,ECONOMISTA DOMESTICO,2,3.323363243602526e-05,7672.0,1.2622325384091265e-05
1120,TELHADOR (TELHAS DE ARGILA E MATERIAIS SIMILARES),1,1.661681621801263e-05,7609.51,1.2519513977254474e-05
1121,PILOTO COMERCIAL (EXCETO LINHAS AEREAS),1,1.661681621801263e-05,7500.0,1.233934311531341e-05
1122,TECNICO DE MANUTENCAO ELETRONICA (CIRCUITOS DE MAQUINAS COM COMANDO NUMERICO),2,3.323363243602526e-05,7300.0,1.201029396557172e-05
1123,CAMAREIRA DE TEATRO,2,3.323363243602526e-05,7266.0,1.1954355610115632e-05
1124,SALGADOR DE ALIMENTOS,1,1.661681621801263e-05,7250.0,1.1928031678136297e-05
1125,TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CIMENTO AMIANTO),2,3.323363243602526e-05,7249.13,1.1926600314334921e-05
1126,COZINHEIRO DO SERVICO DOMESTICO,4,6.646726487205052e-05,7247.5599999999995,1.1924017278509447e-05
1127,PINTOR DE CERAMICA A  PINCEL,1,1.661681621801263e-05,7142.85,1.1751743596162187e-05
1128,OPERADOR DE TRATOR (MINAS E PEDREIRAS),2,3.323363243602526e-05,7087.1,1.166002114567169e-05
1129,AFIADOR DE FERRAMENTAS,1,1.661681621801263e-05,7000.0,1.1516720240959183e-05
1130,OPERADOR DE BETONEIRA,2,3.323363243602526e-05,7000.0,1.1516720240959183e-05
1131,OPERADOR DE CAMARAS FRIAS,2,3.323363243602526e-05,7000.0,1.1516720240959183e-05
1132,OPERADOR DE PRENSA DE ENFARDAMENTO,1,1.661681621801263e-05,7000.0,1.1516720240959183e-05
1133,REVISOR DE TECIDOS CRUS,1,1.661681621801263e-05,7000.0,1.1516720240959183e-05
1134,ANALISTA DE E-COMMERCE,1,1.661681621801263e-05,7000.0,1.1516720240959183e-05
1135,EXTRUSOR DE FIOS OU FIBRAS DE VIDRO,2,3.323363243602526e-05,7000.0,1.1516720240959183e-05
1136,OPERADOR DE EXTRUSORA (QUIMICA PETROQUIMICA E AFINS),2,3.323363243602526e-05,7000.0,1.1516720240959183e-05
1137,TECNOLOGO EM TELECOMUNICACOES,1,1.661681621801263e-05,7000.0,1.1516720240959183e-05
1138,SUBTENENTE BOMBEIRO MILITAR,2,3.323363243602526e-05,7000.0,1.1516720240959183e-05
1139,GERENTE DE OPERACOES DE CORREIOS E TELECOMUNICACOES,1,1.661681621801263e-05,7000.0,1.1516720240959183e-05
1140,MOLDADOR DE PLASTICO POR COMPRESSAO,1,1.661681621801263e-05,6999.44,1.1515798903339907e-05
1141,OPERADOR DE MAQUINA DE ETIQUETAR,1,1.661681621801263e-05,6997.12,1.1511981933202902e-05
1142,ESCRIVAO JUDICIAL,1,1.661681621801263e-05,6950.0,1.143445795352376e-05
1143,CIRURGIAO DENTISTA - ODONTOLOGISTA LEGAL,3,4.9850448654037884e-05,6900.0,1.1352195666088338e-05
1144,SUPERVISOR TECNICO (MIDIAS AUDIOVISUAIS),1,1.661681621801263e-05,6875.0,1.1311064522370627e-05
1145,DIRETOR DE RELACOES DE TRABALHO,1,1.661681621801263e-05,6870.5,1.1303660916501438e-05
1146,OPERADOR DE JATO ABRASIVO,2,3.323363243602526e-05,6776.28,1.1148645862058128e-05
1147,LUSTRADOR DE PECAS DE MADEIRA,3,4.9850448654037884e-05,6600.0,1.0858621941475802e-05
1148,LADRILHEIRO,2,3.323363243602526e-05,6510.0,1.071054982409204e-05
1149,DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA AGROPECUARIA,3,4.9850448654037884e-05,6508.0,1.0707259332594623e-05
1150,TECNICO EM PROCESSAMENTO MINERAL (EXCETO PETROLEO),1,1.661681621801263e-05,6500.0,1.0694097366604957e-05
1151,PLANEJISTA,1,1.661681621801263e-05,6500.0,1.0694097366604957e-05
1152,CALDEIREIRO (CHAPAS DE COBRE),2,3.323363243602526e-05,6500.0,1.0694097366604957e-05
1153,AJUSTADOR DE INSTRUMENTOS DE PRECISAO,2,3.323363243602526e-05,6500.0,1.0694097366604957e-05
1154,MODELADOR DE MADEIRA,3,4.9850448654037884e-05,6500.0,1.0694097366604957e-05
1155,SOLDADOR A  OXIGAS,2,3.323363243602526e-05,6500.0,1.0694097366604957e-05
1156,CIRURGIAO DENTISTA - DENTISTICA,1,1.661681621801263e-05,6424.68,1.0570177456812236e-05
1157,PROCURADOR DA ASSISTENCIA JUDICIARIA,2,3.323363243602526e-05,6412.0,1.0549315740718612e-05
1158,ANALISTA DE CAMBIO,1,1.661681621801263e-05,6350.07,1.0447425671501096e-05
1159,PROFESSOR DE TECNICAS E RECURSOS AUDIOVISUAIS,2,3.323363243602526e-05,6298.34,1.036231710892041e-05
1160,MONTADOR DE EQUIPAMENTOS ELETRONICOS (MAQUINAS INDUSTRIAIS),2,3.323363243602526e-05,6245.34,1.0275119084238861e-05
1161,RECEPCIONISTA DE BANCO,2,3.323363243602526e-05,6235.24,1.0258502102176906e-05
1162,APICULTOR,2,3.323363243602526e-05,6231.11,1.025170723723474e-05
1163,ESCRITURARIO  EM  ESTATISTICA,3,4.9850448654037884e-05,6152.18,1.0121847990289182e-05
1164,CIRURGIAO-DENTISTA DA ESTRATEGIA DE SAUDE DA FAMILIA,3,4.9850448654037884e-05,6143.21,1.0107090135923266e-05
1165,DESENHISTA TECNICO (CARTOGRAFIA),2,3.323363243602526e-05,6090.91,1.0021043783265814e-05
1166,AGENTE DE DIREITOS AUTORAIS,2,3.323363243602526e-05,6043.6,9.943207206894417e-06
1167,PROTETICO DENTARIO,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1168,TECNICO EM GEODESIA E CARTOGRAFIA,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1169,OPERADOR DE ENFORNAMENTO E DESENFORNAMENTO DE COQUE,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1170,OFICIAL DO REGISTRO CIVIL DE PESSOAS NATURAIS,3,4.9850448654037884e-05,6000.0,9.871474492250728e-06
1171,ARTETERAPEUTA,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1172,OPERADOR DE LAMINADOR DE METAIS NAO-FERROSOS,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1173,CONFECCIONADOR DE BOLSAS SACOS E SACOLAS E PAPEL A MAQUINA,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1174,REVISOR DE FIOS (PRODUCAO TEXTIL),1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1175,TECNOLOGO EM SISTEMAS BIOMEDICOS,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1176,INSTRUMENTADOR CIRURGICO,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1177,OPERADOR DE TRIAGEM E TRANSBORDO,2,3.323363243602526e-05,6000.0,9.871474492250728e-06
1178,PROFESSOR DE MEDICINA,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1179,TRABALHADOR NA OLERICULTURA (FRUTOS E SEMENTES),1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1180,PASSADOR DE ROUPAS EM GERAL,1,1.661681621801263e-05,6000.0,9.871474492250728e-06
1181,MESTRE DE PRODUCAO QUIMICA,2,3.323363243602526e-05,5986.9400000000005,9.849987582772596e-06
1182,CONTROLADOR DE SERVICOS DE MAQUINAS E VEICULOS,2,3.323363243602526e-05,5908.0,9.72011188336955e-06
1183,PROFESSOR DE ANTROPOLOGIA DO ENSINO SUPERIOR,1,1.661681621801263e-05,5892.0,9.693787951390215e-06
1184,FORNEIRO (MATERIAIS DE CONSTRUCAO),2,3.323363243602526e-05,5864.6,9.648708217875603e-06
1185,TECNICO GRAFICO,2,3.323363243602526e-05,5840.3,9.608728746181989e-06
1186,AGENTE DE MANOBRA E DOCAGEM,1,1.661681621801263e-05,5735.43,9.436191824514934e-06
1187,HIGIENISTA OCUPACIONAL,2,3.323363243602526e-05,5684.0,9.351576835658856e-06
1188,TECNICO EM MASTERIZACAO DE AUDIO,1,1.661681621801263e-05,5681.41,9.347315649169702e-06
1189,MESTRE (INDUSTRIA PETROQUIMICA E CARBOQUIMICA),1,1.661681621801263e-05,5661.04,9.31380199326851e-06
1190,AVICULTOR,1,1.661681621801263e-05,5604.13,9.220171057709513e-06
1191,PERFUMISTA,1,1.661681621801263e-05,5600.06,9.21347490751227e-06
1192,TRABALHADOR DA EXPLORACAO DE CARNAUBA,2,3.323363243602526e-05,5500.0,9.048851617896501e-06
1193,SUPERVISOR DE EMBALAGEM E ETIQUETAGEM,2,3.323363243602526e-05,5500.0,9.048851617896501e-06
1194,GALVANIZADOR,3,4.9850448654037884e-05,5413.05,8.9057975000463e-06
1195,ENFESTADOR DE ROUPAS,1,1.661681621801263e-05,5384.0,8.85800311104632e-06
1196,TECNICO DE PLANEJAMENTO E PROGRAMACAO DA MANUTENCAO,3,4.9850448654037884e-05,5369.03,8.833373782188154e-06
1197,CARREGADOR (AERONAVES),1,1.661681621801263e-05,5340.79,8.786912042244628e-06
1198,TECNOLOGO EM AUTOMACAO INDUSTRIAL,2,3.323363243602526e-05,5300.0,8.71980246815481e-06
1199,LAGAREIRO,1,1.661681621801263e-05,5236.38,8.61513193362198e-06
1200,MARINHEIRO DE MAQUINAS,2,3.323363243602526e-05,5200.0,8.555277893283965e-06
1201,AGENTE DE RECRUTAMENTO E SELECAO,1,1.661681621801263e-05,5180.0,8.522372978309796e-06
1202,MAQUINISTA DE CINEMA E VIDEO,1,1.661681621801263e-05,5159.04,8.487888627416866e-06
1203,BALANCEADOR,2,3.323363243602526e-05,5145.9400000000005,8.466335908108786e-06
1204,PROFESSOR DE ECONOMIA,1,1.661681621801263e-05,5097.46,8.3865743942114e-06
1205,OPERADOR DE MAQUINA DE PRODUTOS FARMACEUTICOS,1,1.661681621801263e-05,5066.66,8.335900825151178e-06
1206,SUPERVISOR DE LAVANDERIA,2,3.323363243602526e-05,5063.860000000001,8.331294137054796e-06
1207,OPERADOR DE EQUIPAMENTOS DE REFINACAO DE ACUCAR (PROCESSO CONTINUO),1,1.661681621801263e-05,5026.81,8.270337782065148e-06
1208,SUPERVISOR DE OPERACOES (MIDIAS AUDIOVISUAIS),1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1209,GERENTE DE PRODUTOS BANCARIOS,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1210,TECNICO EM MECATRONICA - ROBOTICA,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1211,ENGENHEIRO DE TELECOMUNICACOES,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1212,INSTALADOR ELETRICISTA (TRACAO DE VEICULOS),1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1213,INSTALADOR DE ISOLANTES TERMICOS DE CALDEIRA E TUBULACOES,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1214,PASTEURIZADOR,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1215,OPERADOR DE MAQUINAS DO ACABAMENTO DE COUROS E PELES,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1216,OPERADOR DE LAMINADOR DE BARRAS A QUENTE,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1217,PAGINADOR,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1218,OPERADOR DE VEICULOS SUBAQUATICOS CONTROLADOS REMOTAMENTE,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1219,CONDUTOR MAQUINISTA MARITIMO,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1220,MONTADOR DE FOTOLITO (ANALOGICO E DIGITAL),2,3.323363243602526e-05,5000.0,8.226228743542273e-06
1221,REFINADOR DE OLEO E GORDURA,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1222,REDEIRO (PESCA),1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1223,OPERADOR DE SALINA (SAL MARINHO),1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1224,MEDICO PSIQUIATRA,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1225,TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CONCRETO ARMADO),2,3.323363243602526e-05,5000.0,8.226228743542273e-06
1226,DECORADOR DE CERAMICA,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1227,MORDOMO DE RESIDENCIA,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1228,DESIGNER DE INTERIORES,1,1.661681621801263e-05,5000.0,8.226228743542273e-06
1229,MECANICO DE MANUTENCAO DE TRATORES,2,3.323363243602526e-05,4996.26,8.220075524442104e-06
1230,OPERADOR DE SISTEMAS DE PROVA (ANALOGICO E DIGITAL),1,1.661681621801263e-05,4991.48,8.212211249763276e-06
1231,ENCARREGADO DE MANUTENCAO ELETRICA DE VEICULOS,2,3.323363243602526e-05,4937.5,8.123400884247995e-06
1232,DIRETOR COMERCIAL EM OPERACOES DE INTERMEDIACAO FINANCEIRA,1,1.661681621801263e-05,4780.0,7.864274678826413e-06
1233,OPERADOR DE BRITADOR DE MANDIBULAS,1,1.661681621801263e-05,4728.0,7.778721899893575e-06
1234,PROFESSOR DE CIENCIA POLITICA DO ENSINO SUPERIOR,1,1.661681621801263e-05,4660.56,7.667766526600676e-06
1235,ASSENTADOR DE CANALIZACAO (EDIFICACOES),1,1.661681621801263e-05,4561.39,7.504607505701259e-06
1236,OPERADOR DE SERRAS NO DESDOBRAMENTO DE MADEIRA,1,1.661681621801263e-05,4540.06,7.469514413881308e-06
1237,OPERADOR DE MONTAGEM DE CILINDROS E MANCAIS,1,1.661681621801263e-05,4521.0,7.438156029910924e-06
1238,LUTHIER (RESTAURACAO DE CORDAS ARCADAS),1,1.661681621801263e-05,4521.0,7.438156029910924e-06
1239,CIENTISTA DE DADOS,1,1.661681621801263e-05,4521.0,7.438156029910924e-06
1240,PROFESSOR DE FARMACIA E BIOQUIMICA,1,1.661681621801263e-05,4500.0,7.403605869188046e-06
1241,MECANICO DE MANUTENCAO DE MAQUINAS OPERATRIZES (LAVRA DE MADEIRA),2,3.323363243602526e-05,4481.9400000000005,7.373892730966373e-06
1242,PESQUISADOR EM QUIMICA,1,1.661681621801263e-05,4450.0,7.321343581752624e-06
1243,FORNEIRO DE FUNDICAO (FORNO DE REDUCAO),2,3.323363243602526e-05,4379.33,7.205074064691397e-06
1244,LOCALIZADOR (COBRADOR),2,3.323363243602526e-05,4326.3,7.117826682637388e-06
1245,SENADOR,1,1.661681621801263e-05,4300.0,7.074556719446355e-06
1246,COORDENADOR DE PROGRAMACAO,2,3.323363243602526e-05,4300.0,7.074556719446355e-06
1247,SECRETARIA TRILINGUE,2,3.323363243602526e-05,4300.0,7.074556719446355e-06
1248,CERZIDOR,1,1.661681621801263e-05,4290.51,7.058943337291113e-06
1249,MOLDADOR A  MAO,2,3.323363243602526e-05,4111.14,6.763835607345277e-06
1250,CONFECCIONADOR DE ARTEFATOS DE COURO (EXCETO SAPATOS),2,3.323363243602526e-05,4094.47,6.736409360714307e-06
1251,OFICIAL DE QUARTO DE NAVEGACAO DA MARINHA MERCANTE,1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1252,TECNICO EM AUTOMOBILISTICA,1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1253,CONDUTOR DE PROCESSOS ROBOTIZADOS DE SOLDAGEM,1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1254,SUPERVISOR DE EXPLORACAO PECUARIA,1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1255,SANITARISTA,1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1256,PROFESSOR DE ODONTOLOGIA,1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1257,OPERADOR DE MAQUINA DE FABRICACAO DE COSMETICOS,1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1258,MESTRE (INDUSTRIA DE MAQUINAS E OUTROS EQUIPAMENTOS MECANICOS),1,1.661681621801263e-05,4000.0,6.580982994833819e-06
1259,OPERADOR DE BOMBA DE CONCRETO,2,3.323363243602526e-05,3950.0,6.498720707398396e-06
1260,OPERADOR DE MAQUINA INTERCALADORA E PLACAS (COMPENSADOS),1,1.661681621801263e-05,3940.1,6.482432774486182e-06
1261,TRABALHADOR NO CULTIVO DE FLORES EM VASO,1,1.661681621801263e-05,3914.6,6.440479007894117e-06
1262,OPERADOR DE DRAGA,2,3.323363243602526e-05,3904.76,6.424289789726826e-06
1263,CUBADOR DE MADEIRA,1,1.661681621801263e-05,3900.0,6.4164584199629735e-06
1264,OPERADOR DE MAQUINA MISTURADEIRA (TRATAMENTOS QUIMICOS E AFINS),1,1.661681621801263e-05,3900.0,6.4164584199629735e-06
1265,MANTENEDOR DE SISTEMAS ELETROELETRONICOS DE SEGURANCA,2,3.323363243602526e-05,3800.0,6.251933845092128e-06
1266,CARPINTEIRO (ESQUADRIAS),1,1.661681621801263e-05,3795.0,6.243707616348586e-06
1267,CANTEIRO,1,1.661681621801263e-05,3655.81,6.014705860585856e-06
1268,ALFAIATE,1,1.661681621801263e-05,3500.0,5.758360120479592e-06
1269,SONDADOR (POCOS DE PETROLEO E GAS),1,1.661681621801263e-05,3500.0,5.758360120479592e-06
1270,OFICIAL DO REGISTRO DE IMOVEIS,1,1.661681621801263e-05,3500.0,5.758360120479592e-06
1271,OPERADOR DE EQUIPAMENTO PARA RESFRIAMENTO,1,1.661681621801263e-05,3500.0,5.758360120479592e-06
